Product_ID,Product_Name,Brand,Category,Region,Channel,Date,Week_Num,Units_Sold,Promotion_Flag,Is_New_Launch,Lifecycle_Stage,Usage_Frequency,Price_USD,Rating,Skin_Type,Gender_Target,Cruelty_Free,Country_of_Origin,Week_Index
44,Perfect Makeup Remover,Morphe,Lip Gloss,China,Retail,6/18/2023,24,66,0,0,Mature,Occasional,65.51,3.5,Sensitive,Female,FALSE,Australia,24
14,Super BB Cream,Bite Beauty,Lip Gloss,US,eCommerce,6/18/2023,24,109,0,0,Mature,Daily,50.18,3.8,Oily,Male,TRUE,Germany,24
27,Super Lip Liner,Becca,Setting Spray,EU,eCommerce,6/18/2023,24,18,0,0,Mature,Occasional,138.36,4.5,Oily,Male,FALSE,Germany,24
38,Perfect Foundation,Ilia Beauty,Lip Liner,US,Retail,6/18/2023,24,19,0,0,Mature,Monthly,145.5,4.3,Sensitive,Male,FALSE,South Korea,24
3,Magic BB Cream,Bite Beauty,Eye Shadow,China,eCommerce,6/18/2023,24,97,0,0,Mature,Monthly,12.73,4.8,Combination,Female,FALSE,Italy,24
40,Ultra Blush,Rare Beauty,Lip Liner,US,Retail,6/18/2023,24,24,1,0,Mature,Weekly,149.44,4.8,Normal,Female,TRUE,France,24
31,Perfect Powder,Shiseido,Setting Spray,EU,Retail,6/18/2023,24,23,0,0,Mature,Daily,132.02,4.8,Dry,Female,TRUE,UK,24
5,Magic Eye Shadow,Yves Saint Laurent,Cleanser,China,eCommerce,6/18/2023,24,229,0,0,Mature,Weekly,28.27,2.6,Combination,Male,TRUE,Germany,24
18,Ultra Eyeliner,Kiehl’s,CC Cream,China,Retail,6/18/2023,24,65,0,0,Mature,Daily,92.03,3.9,Normal,Male,FALSE,South Korea,24
28,Divine Face Oil,Danessa Myricks,CC Cream,China,Retail,6/18/2023,24,126,1,0,Mature,Daily,61.48,3.9,Normal,Unisex,TRUE,UK,24
1,Ultra Mascara,Shiseido,Foundation,China,eCommerce,6/18/2023,24,80,0,0,Mature,Weekly,122.55,1.8,Oily,Male,FALSE,Australia,24
11,Magic Bronzer,Glossier,Blush,US,eCommerce,6/18/2023,24,87,1,0,Mature,Weekly,148.1,1.7,Oily,Female,FALSE,Australia,24
10,Magic Powder,Huda Beauty,Contour,EU,eCommerce,6/18/2023,24,58,0,0,Mature,Monthly,43.8,4,Normal,Unisex,TRUE,USA,24
48,Super Bronzer,Huda Beauty,Cleanser,US,Retail,6/18/2023,24,22,0,0,Mature,Occasional,139.34,4.2,Normal,Female,TRUE,Australia,24
13,Super Blush,Farsali,Concealer,EU,eCommerce,6/18/2023,24,75,0,0,Mature,Monthly,92.73,1.9,Oily,Male,TRUE,South Korea,24
15,Perfect Lip Gloss,Kiehl’s,Blush,US,Retail,6/18/2023,24,30,1,0,Mature,Monthly,55.92,4.9,Sensitive,Unisex,TRUE,Germany,24
11,Magic Bronzer,Glossier,Blush,EU,Retail,6/18/2023,24,62,0,0,Mature,Weekly,148.1,1.7,Oily,Female,FALSE,Australia,24
28,Divine Face Oil,Danessa Myricks,CC Cream,EU,eCommerce,6/18/2023,24,95,0,0,Mature,Daily,61.48,3.9,Normal,Unisex,TRUE,UK,24
42,Perfect Foundation,Huda Beauty,Foundation,China,eCommerce,6/18/2023,24,107,0,0,Mature,Weekly,69.73,2.5,Sensitive,Male,FALSE,Italy,24
2,Magic Lip Gloss,Danessa Myricks,Exfoliator,China,Retail,6/18/2023,24,90,0,0,Mature,Daily,78.71,3.1,Normal,Female,TRUE,France,24
47,Ultra Setting Spray,RMS Beauty,Foundation,EU,eCommerce,6/18/2023,24,74,1,0,Mature,Weekly,130.05,3.2,Dry,Female,TRUE,Italy,24
26,Divine Makeup Remover,Kiehl’s,Concealer,US,Retail,6/18/2023,24,114,0,0,Mature,Weekly,98.8,1.6,Normal,Female,TRUE,France,24
35,Magic Lipstick,Pat McGrath Labs,CC Cream,China,eCommerce,6/18/2023,24,44,1,0,Mature,Weekly,70.76,5,Dry,Female,TRUE,South Korea,24
11,Magic Bronzer,Glossier,Blush,EU,eCommerce,6/18/2023,24,68,0,0,Mature,Weekly,148.1,1.7,Oily,Female,FALSE,Australia,24
37,Divine Face Oil,Drunk Elephant,Concealer,China,Retail,6/18/2023,24,84,0,0,Mature,Monthly,52.38,2.4,Sensitive,Unisex,TRUE,USA,24
26,Divine Makeup Remover,Kiehl’s,Concealer,EU,eCommerce,6/18/2023,24,103,0,0,Mature,Weekly,98.8,1.6,Normal,Female,TRUE,France,24
40,Ultra Blush,Rare Beauty,Lip Liner,US,eCommerce,6/18/2023,24,25,1,0,Mature,Weekly,149.44,4.8,Normal,Female,TRUE,France,24
49,Divine Mascara,Kylie Cosmetics,Cleanser,US,Retail,6/18/2023,24,31,0,0,Mature,Weekly,128.98,4.4,Combination,Unisex,TRUE,Japan,24
13,Super Blush,Farsali,Concealer,EU,Retail,6/18/2023,24,68,0,0,Mature,Monthly,92.73,1.9,Oily,Male,TRUE,South Korea,24
40,Ultra Blush,Rare Beauty,Lip Liner,EU,Retail,6/18/2023,24,20,0,0,Mature,Weekly,149.44,4.8,Normal,Female,TRUE,France,24
36,Perfect Setting Spray,Natasha Denona,Cleanser,US,eCommerce,6/18/2023,24,51,0,0,Mature,Monthly,60.61,3.7,Oily,Female,TRUE,USA,24
32,Divine Face Oil,Make Up For Ever,Foundation,China,Retail,6/18/2023,24,47,0,0,Mature,Monthly,129.07,2,Sensitive,Male,FALSE,UK,24
13,Super Blush,Farsali,Concealer,US,eCommerce,6/18/2023,24,59,0,0,Mature,Monthly,92.73,1.9,Oily,Male,TRUE,South Korea,24
7,Divine Eye Shadow,Bite Beauty,Moisturizer,China,eCommerce,6/18/2023,24,212,0,0,Mature,Daily,48.35,1.7,Sensitive,Female,FALSE,Australia,24
14,Super BB Cream,Bite Beauty,Lip Gloss,EU,eCommerce,6/18/2023,24,98,0,0,Mature,Daily,50.18,3.8,Oily,Male,TRUE,Germany,24
4,Perfect BB Cream,Clinique,Face Oil,US,eCommerce,6/18/2023,24,25,0,0,Mature,Occasional,125.74,4.2,Combination,Female,FALSE,Italy,24
3,Magic BB Cream,Bite Beauty,Eye Shadow,China,Retail,6/18/2023,24,80,0,0,Mature,Monthly,12.73,4.8,Combination,Female,FALSE,Italy,24
10,Magic Powder,Huda Beauty,Contour,China,eCommerce,6/18/2023,24,60,0,0,Mature,Monthly,43.8,4,Normal,Unisex,TRUE,USA,24
39,Perfect Primer,Tatcha,Eyeliner,US,eCommerce,6/18/2023,24,80,1,0,Mature,Monthly,97.72,2.3,Combination,Unisex,FALSE,Japan,24
39,Perfect Primer,Tatcha,Eyeliner,EU,eCommerce,6/18/2023,24,57,0,0,Mature,Monthly,97.72,2.3,Combination,Unisex,FALSE,Japan,24
20,Super Contour,Pat McGrath Labs,Contour,China,Retail,6/18/2023,24,88,1,0,Mature,Monthly,95.82,2.5,Sensitive,Male,TRUE,France,24
25,Magic Highlighter,NARS,Makeup Remover,China,eCommerce,6/18/2023,24,584,1,0,Mature,Daily,16.83,2,Sensitive,Female,FALSE,USA,24
24,Super BB Cream,RMS Beauty,Moisturizer,China,eCommerce,6/18/2023,24,118,0,0,Mature,Weekly,97.76,1.9,Combination,Male,TRUE,Germany,24
12,Divine Primer,Yves Saint Laurent,Mascara,EU,Retail,6/18/2023,24,73,0,0,Mature,Weekly,148.28,1.8,Combination,Male,TRUE,France,24
18,Ultra Eyeliner,Kiehl’s,CC Cream,China,eCommerce,6/18/2023,24,59,0,0,Mature,Daily,92.03,3.9,Normal,Male,FALSE,South Korea,24
20,Super Contour,Pat McGrath Labs,Contour,China,eCommerce,6/18/2023,24,47,0,0,Mature,Monthly,95.82,2.5,Sensitive,Male,TRUE,France,24
30,Magic Eyeliner,Kiehl’s,Face Mask,China,Retail,6/18/2023,24,38,0,0,Mature,Monthly,111.54,2.9,Combination,Unisex,FALSE,Italy,24
2,Magic Lip Gloss,Danessa Myricks,Exfoliator,US,eCommerce,6/18/2023,24,92,0,0,Mature,Daily,78.71,3.1,Normal,Female,TRUE,France,24
1,Ultra Mascara,Shiseido,Foundation,China,Retail,6/18/2023,24,80,0,0,Mature,Weekly,122.55,1.8,Oily,Male,FALSE,Australia,24
9,Perfect Lip Gloss,Yves Saint Laurent,Face Mask,China,eCommerce,6/18/2023,24,78,0,0,Mature,Weekly,119.66,2.3,Oily,Female,FALSE,Germany,24
16,Super Eye Shadow,Ilia Beauty,Blush,US,eCommerce,6/18/2023,24,87,0,0,Mature,Monthly,36.08,3.6,Combination,Male,TRUE,USA,24
5,Magic Eye Shadow,Yves Saint Laurent,Cleanser,US,eCommerce,6/18/2023,24,223,0,0,Mature,Weekly,28.27,2.6,Combination,Male,TRUE,Germany,24
41,Ultra Blush,Yves Saint Laurent,Powder,EU,Retail,6/18/2023,24,130,0,0,Mature,Monthly,40.22,1.8,Sensitive,Unisex,FALSE,UK,24
24,Super BB Cream,RMS Beauty,Moisturizer,US,eCommerce,6/18/2023,24,132,1,0,Mature,Weekly,97.76,1.9,Combination,Male,TRUE,Germany,24
37,Divine Face Oil,Drunk Elephant,Concealer,China,eCommerce,6/18/2023,24,95,0,0,Mature,Monthly,52.38,2.4,Sensitive,Unisex,TRUE,USA,24
23,Divine Lip Liner,KVD Beauty,Moisturizer,EU,Retail,6/18/2023,24,45,0,0,Mature,Weekly,68.5,4.6,Combination,Female,TRUE,South Korea,24
41,Ultra Blush,Yves Saint Laurent,Powder,EU,eCommerce,6/18/2023,24,125,0,0,Mature,Monthly,40.22,1.8,Sensitive,Unisex,FALSE,UK,24
48,Super Bronzer,Huda Beauty,Cleanser,China,Retail,6/18/2023,24,26,0,0,Mature,Occasional,139.34,4.2,Normal,Female,TRUE,Australia,24
20,Super Contour,Pat McGrath Labs,Contour,US,Retail,6/18/2023,24,57,0,0,Mature,Monthly,95.82,2.5,Sensitive,Male,TRUE,France,24
24,Super BB Cream,RMS Beauty,Moisturizer,US,Retail,6/18/2023,24,98,0,0,Mature,Weekly,97.76,1.9,Combination,Male,TRUE,Germany,24
43,Ultra Eye Shadow,Anastasia Beverly Hills,Lip Liner,EU,Retail,6/18/2023,24,144,0,0,Mature,Monthly,43.84,1.1,Combination,Male,FALSE,France,24
6,Divine Contour,Patrick Ta,Setting Spray,China,Retail,6/18/2023,24,55,0,0,Mature,Monthly,93.22,2,Normal,Male,TRUE,France,24
32,Divine Face Oil,Make Up For Ever,Foundation,US,Retail,6/18/2023,24,40,0,0,Mature,Monthly,129.07,2,Sensitive,Male,FALSE,UK,24
30,Magic Eyeliner,Kiehl’s,Face Mask,EU,eCommerce,6/18/2023,24,56,1,0,Mature,Monthly,111.54,2.9,Combination,Unisex,FALSE,Italy,24
16,Super Eye Shadow,Ilia Beauty,Blush,EU,eCommerce,6/18/2023,24,125,1,0,Mature,Monthly,36.08,3.6,Combination,Male,TRUE,USA,24
30,Magic Eyeliner,Kiehl’s,Face Mask,US,eCommerce,6/18/2023,24,45,0,0,Mature,Monthly,111.54,2.9,Combination,Unisex,FALSE,Italy,24
3,Magic BB Cream,Bite Beauty,Eye Shadow,US,eCommerce,6/18/2023,24,87,0,0,Mature,Monthly,12.73,4.8,Combination,Female,FALSE,Italy,24
11,Magic Bronzer,Glossier,Blush,US,Retail,6/18/2023,24,69,0,0,Mature,Weekly,148.1,1.7,Oily,Female,FALSE,Australia,24
23,Divine Lip Liner,KVD Beauty,Moisturizer,China,eCommerce,6/18/2023,24,42,0,0,Mature,Weekly,68.5,4.6,Combination,Female,TRUE,South Korea,24
46,Divine Highlighter,Bourjois,Mascara,EU,eCommerce,6/18/2023,24,116,0,0,Mature,Occasional,51.65,2.1,Dry,Female,TRUE,Australia,24
39,Perfect Primer,Tatcha,Eyeliner,China,Retail,6/18/2023,24,36,0,0,Mature,Monthly,97.72,2.3,Combination,Unisex,FALSE,Japan,24
1,Ultra Mascara,Shiseido,Foundation,US,Retail,6/18/2023,24,84,0,0,Mature,Weekly,122.55,1.8,Oily,Male,FALSE,Australia,24
38,Perfect Foundation,Ilia Beauty,Lip Liner,China,Retail,6/18/2023,24,16,0,0,Mature,Monthly,145.5,4.3,Sensitive,Male,FALSE,South Korea,24
33,Divine Exfoliator,Bobby Brown,Eyeliner,China,Retail,6/18/2023,24,31,0,0,Mature,Monthly,145.38,3.1,Oily,Male,FALSE,France,24
16,Super Eye Shadow,Ilia Beauty,Blush,EU,Retail,6/18/2023,24,122,1,0,Mature,Monthly,36.08,3.6,Combination,Male,TRUE,USA,24
30,Magic Eyeliner,Kiehl’s,Face Mask,US,Retail,6/18/2023,24,38,0,0,Mature,Monthly,111.54,2.9,Combination,Unisex,FALSE,Italy,24
13,Super Blush,Farsali,Concealer,China,eCommerce,6/18/2023,24,62,0,0,Mature,Monthly,92.73,1.9,Oily,Male,TRUE,South Korea,24
47,Ultra Setting Spray,RMS Beauty,Foundation,China,eCommerce,6/18/2023,24,48,0,0,Mature,Weekly,130.05,3.2,Dry,Female,TRUE,Italy,24
36,Perfect Setting Spray,Natasha Denona,Cleanser,US,eCommerce,6/25/2023,25,51,0,0,Mature,Monthly,60.61,3.7,Oily,Female,TRUE,USA,25
2,Magic Lip Gloss,Danessa Myricks,Exfoliator,China,eCommerce,6/25/2023,25,110,0,0,Mature,Daily,78.71,3.1,Normal,Female,TRUE,France,25
13,Super Blush,Farsali,Concealer,EU,eCommerce,6/25/2023,25,74,0,0,Mature,Monthly,92.73,1.9,Oily,Male,TRUE,South Korea,25
11,Magic Bronzer,Glossier,Blush,US,eCommerce,6/25/2023,25,74,0,0,Mature,Weekly,148.1,1.7,Oily,Female,FALSE,Australia,25
7,Divine Eye Shadow,Bite Beauty,Moisturizer,China,Retail,6/25/2023,25,208,0,0,Mature,Daily,48.35,1.7,Sensitive,Female,FALSE,Australia,25
47,Ultra Setting Spray,RMS Beauty,Foundation,China,Retail,6/25/2023,25,51,0,0,Mature,Weekly,130.05,3.2,Dry,Female,TRUE,Italy,25
29,Ultra Moisturizer,Urban Decay,Powder,EU,eCommerce,6/25/2023,25,106,0,0,Mature,Occasional,42.6,3.1,Dry,Female,TRUE,Italy,25
12,Divine Primer,Yves Saint Laurent,Mascara,US,Retail,6/25/2023,25,70,0,0,Mature,Weekly,148.28,1.8,Combination,Male,TRUE,France,25
41,Ultra Blush,Yves Saint Laurent,Powder,China,Retail,6/25/2023,25,114,0,0,Mature,Monthly,40.22,1.8,Sensitive,Unisex,FALSE,UK,25
31,Perfect Powder,Shiseido,Setting Spray,EU,Retail,6/25/2023,25,27,0,0,Mature,Daily,132.02,4.8,Dry,Female,TRUE,UK,25
37,Divine Face Oil,Drunk Elephant,Concealer,US,Retail,6/25/2023,25,108,0,0,Mature,Monthly,52.38,2.4,Sensitive,Unisex,TRUE,USA,25
48,Super Bronzer,Huda Beauty,Cleanser,US,Retail,6/25/2023,25,27,0,0,Mature,Occasional,139.34,4.2,Normal,Female,TRUE,Australia,25
4,Perfect BB Cream,Clinique,Face Oil,US,Retail,6/25/2023,25,27,0,0,Mature,Occasional,125.74,4.2,Combination,Female,FALSE,Italy,25
28,Divine Face Oil,Danessa Myricks,CC Cream,US,eCommerce,6/25/2023,25,104,0,0,Mature,Daily,61.48,3.9,Normal,Unisex,TRUE,UK,25
39,Perfect Primer,Tatcha,Eyeliner,EU,Retail,6/25/2023,25,55,0,0,Mature,Monthly,97.72,2.3,Combination,Unisex,FALSE,Japan,25
16,Super Eye Shadow,Ilia Beauty,Blush,EU,eCommerce,6/25/2023,25,73,0,0,Mature,Monthly,36.08,3.6,Combination,Male,TRUE,USA,25
3,Magic BB Cream,Bite Beauty,Eye Shadow,China,Retail,6/25/2023,25,81,0,0,Mature,Monthly,12.73,4.8,Combination,Female,FALSE,Italy,25
22,Divine Lip Gloss,Kylie Cosmetics,Powder,US,Retail,6/25/2023,25,241,0,0,Mature,Occasional,21.19,2.4,Sensitive,Female,TRUE,Italy,25
46,Divine Highlighter,Bourjois,Mascara,China,Retail,6/25/2023,25,145,0,0,Mature,Occasional,51.65,2.1,Dry,Female,TRUE,Australia,25
1,Ultra Mascara,Shiseido,Foundation,US,Retail,6/25/2023,25,101,0,0,Mature,Weekly,122.55,1.8,Oily,Male,FALSE,Australia,25
35,Magic Lipstick,Pat McGrath Labs,CC Cream,China,eCommerce,6/25/2023,25,41,0,0,Mature,Weekly,70.76,5,Dry,Female,TRUE,South Korea,25
34,Super Lip Gloss,Bobby Brown,Face Mask,China,eCommerce,6/25/2023,25,92,0,0,Mature,Daily,108.86,2.2,Combination,Male,TRUE,Australia,25
28,Divine Face Oil,Danessa Myricks,CC Cream,China,Retail,6/25/2023,25,96,0,0,Mature,Daily,61.48,3.9,Normal,Unisex,TRUE,UK,25
44,Perfect Makeup Remover,Morphe,Lip Gloss,EU,eCommerce,6/25/2023,25,53,0,0,Mature,Occasional,65.51,3.5,Sensitive,Female,FALSE,Australia,25
28,Divine Face Oil,Danessa Myricks,CC Cream,EU,Retail,6/25/2023,25,77,0,0,Mature,Daily,61.48,3.9,Normal,Unisex,TRUE,UK,25
45,Divine Concealer,Juvia’s Place,Lipstick,China,eCommerce,6/25/2023,25,82,0,0,Mature,Weekly,89.33,3.1,Combination,Unisex,FALSE,USA,25
21,Super Bronzer,Tarte,Eye Shadow,EU,Retail,6/25/2023,25,138,0,0,Mature,Daily,18.53,4.8,Dry,Female,FALSE,Italy,25
38,Perfect Foundation,Ilia Beauty,Lip Liner,US,Retail,6/25/2023,25,18,0,0,Mature,Monthly,145.5,4.3,Sensitive,Male,FALSE,South Korea,25
41,Ultra Blush,Yves Saint Laurent,Powder,EU,Retail,6/25/2023,25,156,0,0,Mature,Monthly,40.22,1.8,Sensitive,Unisex,FALSE,UK,25
44,Perfect Makeup Remover,Morphe,Lip Gloss,US,Retail,6/25/2023,25,63,0,0,Mature,Occasional,65.51,3.5,Sensitive,Female,FALSE,Australia,25
30,Magic Eyeliner,Kiehl’s,Face Mask,EU,Retail,6/25/2023,25,36,0,0,Mature,Monthly,111.54,2.9,Combination,Unisex,FALSE,Italy,25
49,Divine Mascara,Kylie Cosmetics,Cleanser,US,Retail,6/25/2023,25,26,0,0,Mature,Weekly,128.98,4.4,Combination,Unisex,TRUE,Japan,25
49,Divine Mascara,Kylie Cosmetics,Cleanser,EU,Retail,6/25/2023,25,32,0,0,Mature,Weekly,128.98,4.4,Combination,Unisex,TRUE,Japan,25
2,Magic Lip Gloss,Danessa Myricks,Exfoliator,US,Retail,6/25/2023,25,132,1,0,Mature,Daily,78.71,3.1,Normal,Female,TRUE,France,25
4,Perfect BB Cream,Clinique,Face Oil,US,eCommerce,6/25/2023,25,30,0,0,Mature,Occasional,125.74,4.2,Combination,Female,FALSE,Italy,25
44,Perfect Makeup Remover,Morphe,Lip Gloss,China,eCommerce,6/25/2023,25,68,0,0,Mature,Occasional,65.51,3.5,Sensitive,Female,FALSE,Australia,25
12,Divine Primer,Yves Saint Laurent,Mascara,China,Retail,6/25/2023,25,59,0,0,Mature,Weekly,148.28,1.8,Combination,Male,TRUE,France,25
40,Ultra Blush,Rare Beauty,Lip Liner,EU,Retail,6/25/2023,25,18,0,0,Mature,Weekly,149.44,4.8,Normal,Female,TRUE,France,25
33,Divine Exfoliator,Bobby Brown,Eyeliner,EU,Retail,6/25/2023,25,26,0,0,Mature,Monthly,145.38,3.1,Oily,Male,FALSE,France,25
21,Super Bronzer,Tarte,Eye Shadow,EU,eCommerce,6/25/2023,25,135,0,0,Mature,Daily,18.53,4.8,Dry,Female,FALSE,Italy,25
32,Divine Face Oil,Make Up For Ever,Foundation,China,Retail,6/25/2023,25,46,0,0,Mature,Monthly,129.07,2,Sensitive,Male,FALSE,UK,25
36,Perfect Setting Spray,Natasha Denona,Cleanser,China,eCommerce,6/25/2023,25,49,0,0,Mature,Monthly,60.61,3.7,Oily,Female,TRUE,USA,25
3,Magic BB Cream,Bite Beauty,Eye Shadow,US,Retail,6/25/2023,25,79,0,0,Mature,Monthly,12.73,4.8,Combination,Female,FALSE,Italy,25
3,Magic BB Cream,Bite Beauty,Eye Shadow,EU,Retail,6/25/2023,25,79,0,0,Mature,Monthly,12.73,4.8,Combination,Female,FALSE,Italy,25
42,Perfect Foundation,Huda Beauty,Foundation,China,eCommerce,6/25/2023,25,148,1,0,Mature,Weekly,69.73,2.5,Sensitive,Male,FALSE,Italy,25
15,Perfect Lip Gloss,Kiehl’s,Blush,US,Retail,6/25/2023,25,23,0,0,Mature,Monthly,55.92,4.9,Sensitive,Unisex,TRUE,Germany,25
15,Perfect Lip Gloss,Kiehl’s,Blush,China,eCommerce,6/25/2023,25,23,0,0,Mature,Monthly,55.92,4.9,Sensitive,Unisex,TRUE,Germany,25
10,Magic Powder,Huda Beauty,Contour,EU,eCommerce,6/25/2023,25,75,1,0,Mature,Monthly,43.8,4,Normal,Unisex,TRUE,USA,25
18,Ultra Eyeliner,Kiehl’s,CC Cream,China,Retail,6/25/2023,25,63,0,0,Mature,Daily,92.03,3.9,Normal,Male,FALSE,South Korea,25
6,Divine Contour,Patrick Ta,Setting Spray,EU,eCommerce,6/25/2023,25,64,0,0,Mature,Monthly,93.22,2,Normal,Male,TRUE,France,25
17,Super Cleanser,NARS,Lipstick,US,eCommerce,6/25/2023,25,27,0,0,Mature,Monthly,147.72,3,Normal,Male,TRUE,South Korea,25
39,Perfect Primer,Tatcha,Eyeliner,US,Retail,6/25/2023,25,53,0,0,Mature,Monthly,97.72,2.3,Combination,Unisex,FALSE,Japan,25
30,Magic Eyeliner,Kiehl’s,Face Mask,China,Retail,6/25/2023,25,46,0,0,Mature,Monthly,111.54,2.9,Combination,Unisex,FALSE,Italy,25
30,Magic Eyeliner,Kiehl’s,Face Mask,US,eCommerce,6/25/2023,25,40,0,0,Mature,Monthly,111.54,2.9,Combination,Unisex,FALSE,Italy,25
4,Perfect BB Cream,Clinique,Face Oil,China,Retail,6/25/2023,25,24,0,0,Mature,Occasional,125.74,4.2,Combination,Female,FALSE,Italy,25
0,Magic Eye Shadow,Shiseido,Highlighter,China,eCommerce,6/25/2023,25,69,0,0,Mature,Occasional,45.92,4.1,Dry,Female,TRUE,France,25
11,Magic Bronzer,Glossier,Blush,EU,Retail,6/25/2023,25,79,1,0,Mature,Weekly,148.1,1.7,Oily,Female,FALSE,Australia,25
28,Divine Face Oil,Danessa Myricks,CC Cream,EU,eCommerce,6/25/2023,25,92,0,0,Mature,Daily,61.48,3.9,Normal,Unisex,TRUE,UK,25
33,Divine Exfoliator,Bobby Brown,Eyeliner,China,eCommerce,6/25/2023,25,28,0,0,Mature,Monthly,145.38,3.1,Oily,Male,FALSE,France,25
42,Perfect Foundation,Huda Beauty,Foundation,US,eCommerce,6/25/2023,25,116,0,0,Mature,Weekly,69.73,2.5,Sensitive,Male,FALSE,Italy,25
13,Super Blush,Farsali,Concealer,EU,Retail,6/25/2023,25,49,0,0,Mature,Monthly,92.73,1.9,Oily,Male,TRUE,South Korea,25
16,Super Eye Shadow,Ilia Beauty,Blush,China,eCommerce,6/25/2023,25,80,0,0,Mature,Monthly,36.08,3.6,Combination,Male,TRUE,USA,25
19,Perfect Serum,Becca,Face Oil,US,Retail,6/25/2023,25,76,0,0,Mature,Monthly,67.5,1.2,Oily,Unisex,TRUE,Germany,25
5,Magic Eye Shadow,Yves Saint Laurent,Cleanser,US,eCommerce,6/25/2023,25,230,0,0,Mature,Weekly,28.27,2.6,Combination,Male,TRUE,Germany,25
23,Divine Lip Liner,KVD Beauty,Moisturizer,China,Retail,6/25/2023,25,59,1,0,Mature,Weekly,68.5,4.6,Combination,Female,TRUE,South Korea,25
19,Perfect Serum,Becca,Face Oil,China,eCommerce,6/25/2023,25,83,0,0,Mature,Monthly,67.5,1.2,Oily,Unisex,TRUE,Germany,25
5,Magic Eye Shadow,Yves Saint Laurent,Cleanser,EU,eCommerce,6/25/2023,25,212,0,0,Mature,Weekly,28.27,2.6,Combination,Male,TRUE,Germany,25
31,Perfect Powder,Shiseido,Setting Spray,China,eCommerce,6/25/2023,25,22,0,0,Mature,Daily,132.02,4.8,Dry,Female,TRUE,UK,25
14,Super BB Cream,Bite Beauty,Lip Gloss,US,eCommerce,6/25/2023,25,115,0,0,Mature,Daily,50.18,3.8,Oily,Male,TRUE,Germany,25
8,Divine Serum,Sisley,Bronzer,US,Retail,6/25/2023,25,15,0,0,Mature,Monthly,109.54,4.8,Sensitive,Female,TRUE,Italy,25
26,Divine Makeup Remover,Kiehl’s,Concealer,US,Retail,6/25/2023,25,99,0,0,Mature,Weekly,98.8,1.6,Normal,Female,TRUE,France,25
24,Super BB Cream,RMS Beauty,Moisturizer,China,Retail,6/25/2023,25,116,1,0,Mature,Weekly,97.76,1.9,Combination,Male,TRUE,Germany,25
43,Ultra Eye Shadow,Anastasia Beverly Hills,Lip Liner,EU,Retail,6/25/2023,25,129,0,0,Mature,Monthly,43.84,1.1,Combination,Male,FALSE,France,25
41,Ultra Blush,Yves Saint Laurent,Powder,EU,eCommerce,6/25/2023,25,137,0,0,Mature,Monthly,40.22,1.8,Sensitive,Unisex,FALSE,UK,25
18,Ultra Eyeliner,Kiehl’s,CC Cream,US,Retail,6/25/2023,25,63,0,0,Mature,Daily,92.03,3.9,Normal,Male,FALSE,South Korea,25
0,Magic Eye Shadow,Shiseido,Highlighter,China,Retail,6/25/2023,25,66,0,0,Mature,Occasional,45.92,4.1,Dry,Female,TRUE,France,25
43,Ultra Eye Shadow,Anastasia Beverly Hills,Lip Liner,EU,eCommerce,6/25/2023,25,128,0,0,Mature,Monthly,43.84,1.1,Combination,Male,FALSE,France,25
33,Divine Exfoliator,Bobby Brown,Eyeliner,China,Retail,6/25/2023,25,36,0,0,Mature,Monthly,145.38,3.1,Oily,Male,FALSE,France,25
30,Magic Eyeliner,Kiehl’s,Face Mask,China,eCommerce,6/25/2023,25,43,0,0,Mature,Monthly,111.54,2.9,Combination,Unisex,FALSE,Italy,25
3,Magic BB Cream,Bite Beauty,Eye Shadow,China,eCommerce,6/25/2023,25,79,0,0,Mature,Monthly,12.73,4.8,Combination,Female,FALSE,Italy,25
21,Super Bronzer,Tarte,Eye Shadow,China,Retail,6/25/2023,25,130,0,0,Mature,Daily,18.53,4.8,Dry,Female,FALSE,Italy,25
46,Divine Highlighter,Bourjois,Mascara,US,eCommerce,6/25/2023,25,127,0,0,Mature,Occasional,51.65,2.1,Dry,Female,TRUE,Australia,25
12,Divine Primer,Yves Saint Laurent,Mascara,US,eCommerce,6/25/2023,25,67,0,0,Mature,Weekly,148.28,1.8,Combination,Male,TRUE,France,25
31,Perfect Powder,Shiseido,Setting Spray,China,Retail,6/25/2023,25,27,0,0,Mature,Daily,132.02,4.8,Dry,Female,TRUE,UK,25
24,Super BB Cream,RMS Beauty,Moisturizer,US,Retail,6/25/2023,25,99,0,0,Mature,Weekly,97.76,1.9,Combination,Male,TRUE,Germany,25
27,Super Lip Liner,Becca,Setting Spray,China,Retail,6/25/2023,25,23,0,0,Mature,Occasional,138.36,4.5,Oily,Male,FALSE,Germany,25
47,Ultra Setting Spray,RMS Beauty,Foundation,China,eCommerce,6/25/2023,25,48,0,0,Mature,Weekly,130.05,3.2,Dry,Female,TRUE,Italy,25
23,Divine Lip Liner,KVD Beauty,Moisturizer,US,eCommerce,6/25/2023,25,49,0,0,Mature,Weekly,68.5,4.6,Combination,Female,TRUE,South Korea,25
39,Perfect Primer,Tatcha,Eyeliner,EU,eCommerce,6/25/2023,25,51,0,0,Mature,Monthly,97.72,2.3,Combination,Unisex,FALSE,Japan,25
17,Super Cleanser,NARS,Lipstick,EU,eCommerce,6/25/2023,25,29,0,0,Mature,Monthly,147.72,3,Normal,Male,TRUE,South Korea,25
